item_group,item_category,item,item_group,item_category,item,item_code
BARANGAN SEGAR,BAHAN LAUT,IKAN KEMBUNG KECIL/PELALING (ANTARA 10 HINGGA 18 EKOR SEKILOGRAM),1,1,1,1
BARANGAN SEGAR,BAHAN LAUT,IKAN KERAPU (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM),1,1,1,1
BARANGAN SEGAR,BAHAN LAUT,IKAN KERISI (ANTARA 5 HINGGA 10 EKOR SEKILOGRAM),1,1,1,1
BARANGAN SEGAR,BAHAN LAUT,IKAN MABUNG (ANTARA 6 HINGGA 10 EKOR SEKILOGRAM),1,1,1,1
BARANGAN SEGAR,BAHAN LAUT,IKAN MERAH (KEPINGAN),1,1,1,1
BARANGAN SEGAR,BAHAN LAUT,IKAN MERAH (b	% 1 KILOGRAM SEEKOR),1,1,1,1
BARANGAN SEGAR,BAHAN LAUT,IKAN PARANG (ANTARA 1 HINGGA 3 EKOR SEKILOGRAM),1,1,1,1
BARANGAN SEGAR,BAHAN LAUT,IKAN PARANG (KEPINGAN),1,1,1,1
BARANGAN SEGAR,BAHAN LAUT,IKAN PARI (KEPINGAN),1,1,1,1
BARANGAN SEGAR,BAHAN LAUT,IKAN SELAR KUNING (b	% 11 EKOR SEKILOGRAM),1,1,1,1
BARANGAN SEGAR,BAHAN LAUT,IKAN SELAR PELATA (≤ 7 EKOR SEKILOGRAM),1,1,1,1
BARANGAN SEGAR,BAHAN LAUT,IKAN SELAYANG/SARDIN  (≥ 13 EKOR SEKILOGRAM),1,1,1,1
BARANGAN SEGAR,BAHAN LAUT,IKAN SENANGIN (ANTARA 2 HINGGA 8 EKOR SEKILOGRAM),1,1,1,1
BARANGAN SEGAR,BAHAN LAUT,IKAN SIAKAP (ANTARA 2 HINGGA 4 EKOR SEKILOGRAM),1,1,1,1
BARANGAN SEGAR,BAHAN LAUT,IKAN TAMBAN BELURU (ANTARA 10 HINGGA 19 EKOR SEKILOGRAM),1,1,1,1
BARANGAN SEGAR,BAHAN LAUT,IKAN TENGGIRI BATANG (ANTARA 1 HINGGA 2 EKOR SEKILOGRAM),1,1,1,1
BARANGAN SEGAR,BAHAN LAUT,IKAN TENGGIRI BATANG (KEPINGAN),1,1,1,1
BARANGAN SEGAR,BAHAN LAUT,IKAN TENGGIRI PAPAN (ANTARA 1 HINGGA 2 EKOR SEKILOGRAM),1,1,1,1
BARANGAN SEGAR,BAHAN LAUT,IKAN TERUBOK (b	$ 4 EKOR SEKILOGRAM),1,1,1,1
BARANGAN SEGAR,BAHAN LAUT,IKAN TONGKOL/AYA/KAYU HITAM (ANTARA 1 HINGGA 2 EKOR SEKILOGRAM),1,1,1,1
BARANGAN SEGAR,BAHAN LAUT,KEPALA IKAN JENAHAK,1,1,1,1
BARANGAN SEGAR,BAHAN LAUT,KEPALA IKAN MERAH,1,1,1,1
BARANGAN SEGAR,BAHAN LAUT,KERANG (SAIZ SEDERHANA),1,1,1,1
BARANGAN SEGAR,BAHAN LAUT,KETAM RENJONG/BUNGA (ANTARA 5 HINGGA 8 EKOR SEKILOGRAM),1,1,1,1
BARANGAN SEGAR,BAHAN LAUT,SOTONG (≥ 6 EKOR SEKILOGRAM),1,1,1,1
BARANGAN SEGAR,BAHAN LAUT,UDANG HARIMAU (ANTARA 20 HINGGA 30 EKOR SEKILOGRAM),1,1,1,1
BARANGAN SEGAR,BAHAN LAUT,UDANG PUTIH BESAR (ANTARA 20 HINGGA 30 EKOR SEKILOGRAM),1,1,1,1
BARANGAN SEGAR,BAHAN LAUT,UDANG PUTIH BESAR/BANANA PRAWN (BERAT ANTARA 41 EKOR HINGGA 60 EKOR SEKILOGRAM),1,1,1,1
BARANGAN SEGAR,BAHAN LAUT,UDANG PUTIH KECIL (b	% 61 EKOR SEKILOGRAM),1,1,1,1
BARANGAN SEGAR,BAHAN LAUT,UDANG PUTIH/VANNAMEI (TERNAK) (ANTARA 41 HINGGA 60 EKOR SEKILOGRAM),1,1,1,1
BARANGAN SEGAR,BUAH-BUAHAN,ANGGUR HIJAU BERBIJI,1,1,1,1
BARANGAN SEGAR,BUAH-BUAHAN,ANGGUR MERAH BERBIJI,1,1,1,1
BARANGAN SEGAR,BUAH-BUAHAN,BETIK BIASA,1,1,1,1
BARANGAN SEGAR,BUAH-BUAHAN,DRAGON FRUIT MERAH,1,1,1,1
BARANGAN SEGAR,BUAH-BUAHAN,EPAL HIJAU GRANNY SMITH (SAIZ M),1,1,1,1
BARANGAN SEGAR,BUAH-BUAHAN,EPAL MERAH RED DELICIOUS (SAIZ M),1,1,1,1
BARANGAN SEGAR,BUAH-BUAHAN,JAMBU BATU BERBIJI,1,1,1,1
BARANGAN SEGAR,BUAH-BUAHAN,JAMBU BATU TANPA BIJI,1,1,1,1
BARANGAN SEGAR,BUAH-BUAHAN,LAI KUNING (SAIZ M),1,1,1,1
BARANGAN SEGAR,BUAH-BUAHAN,LIMAU NIPIS,1,1,1,1
BARANGAN SEGAR,BUAH-BUAHAN,NENAS BIASA (JOSAPINE/MORRIS/SARAWAK),1,1,1,1
BARANGAN SEGAR,BUAH-BUAHAN,OREN VALENCIA (SAIZ M),1,1,1,1
BARANGAN SEGAR,BUAH-BUAHAN,PISANG BERANGAN,1,1,1,1
BARANGAN SEGAR,BUAH-BUAHAN,PISANG EMAS,1,1,1,1
BARANGAN SEGAR,BUAH-BUAHAN,TEMBIKAI MERAH BERBIJI,1,1,1,1
BARANGAN SEGAR,BUAH-BUAHAN,TEMBIKAI MERAH TANPA BIJI,1,1,1,1
BARANGAN SEGAR,BUAH-BUAHAN,TEMBIKAI SUSU,1,1,1,1
BARANGAN SEGAR,DAGING,DAGING BABI (DAGING & LEMAK / LEAN & FAT),1,1,1,1
BARANGAN SEGAR,DAGING,DAGING BABI (ISI DAGING / PURE LEAN),1,1,1,1
BARANGAN SEGAR,DAGING,DAGING BABI (PERUT / BELLY),1,1,1,1
BARANGAN SEGAR,DAGING,DAGING BABI (RUSUK DENGAN DAGING/ RIBS WITH MEAT),1,1,1,1
BARANGAN SEGAR,DAGING,DAGING KAMBING BEBIRI IMPORT BERTULANG (LAMB) (AUSTRALIA - KOTAK) (1KG),1,1,1,1
BARANGAN SEGAR,DAGING,DAGING KAMBING BEBIRI IMPORT BERTULANG (LAMB) (NEW ZEALAND - KOTAK),1,1,1,1
BARANGAN SEGAR,DAGING,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (AUSTRALIA - KOTAK),1,1,1,1
BARANGAN SEGAR,DAGING,DAGING KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (NEW ZEALAND - KOTAK),1,1,1,1
BARANGAN SEGAR,DAGING,DAGING KAMBING BEBIRI IMPORT TANPA TULANG (LAMB) (TIDAK TERMASUK PAHA - AUSTRALIA),1,1,1,1
BARANGAN SEGAR,DAGING,DAGING KAMBING BEBIRI IMPORT TANPA TULANG (LAMB) (TIDAK TERMASUK PAHA - NEW ZEALAND),1,1,1,1
BARANGAN SEGAR,DAGING,DAGING KAMBING BEBIRI IMPORT TANPA TULANG (MUTTON) (TIDAK TERMASUK PAHA - AUSTRALIA),1,1,1,1
BARANGAN SEGAR,DAGING,DAGING KAMBING BEBIRI IMPORT TANPA TULANG (MUTTON) (TIDAK TERMASUK PAHA - NEW ZEALAND),1,1,1,1
BARANGAN SEGAR,DAGING,DAGING KAMBING TEMPATAN BERTULANG,1,1,1,1
BARANGAN SEGAR,DAGING,DAGING KERBAU IMPORT (INDIA) (BLOCK),1,1,1,1
BARANGAN SEGAR,DAGING,DAGING KERBAU IMPORT (INDIA) * (BLADE),1,1,1,1
BARANGAN SEGAR,DAGING,DAGING KERBAU IMPORT (INDIA) * (CHUCK),1,1,1,1
BARANGAN SEGAR,DAGING,DAGING KERBAU IMPORT (INDIA) * (RUMP),1,1,1,1
BARANGAN SEGAR,DAGING,DAGING KERBAU IMPORT (INDIA) * (SILVERSIDE),1,1,1,1
BARANGAN SEGAR,DAGING,DAGING KERBAU IMPORT (INDIA) * (TOP SIDE),1,1,1,1
BARANGAN SEGAR,DAGING,DAGING KERBAU TEMPATAN,1,1,1,1
BARANGAN SEGAR,DAGING,DAGING LEMBU IMPORT (BLADE),1,1,1,1
BARANGAN SEGAR,DAGING,DAGING LEMBU IMPORT (BLOCK),1,1,1,1
BARANGAN SEGAR,DAGING,DAGING LEMBU IMPORT (CHUCKTENDER),1,1,1,1
BARANGAN SEGAR,DAGING,DAGING LEMBU IMPORT (KNUCKLE),1,1,1,1
BARANGAN SEGAR,DAGING,DAGING LEMBU IMPORT (TOPSIDE),1,1,1,1
BARANGAN SEGAR,DAGING,DAGING LEMBU TEMPATAN (BAHAGIAN 1 DAGING PAHA (KECUALI BATANG PINANG - TENDERLOIN),1,1,1,1
BARANGAN SEGAR,DAGING,DAGING LEMBU TEMPATAN (BAHAGIAN 2 DAGING PEJAL (KECUALI BATANG PINANG - TENDERLOIN),1,1,1,1
BARANGAN SEGAR,DAGING,DAGING PAHA KAMBING BEBIRI IMPORT BERTULANG  (MUTTON) (AUSTRALIA),1,1,1,1
BARANGAN SEGAR,DAGING,DAGING PAHA KAMBING BEBIRI IMPORT BERTULANG (LAMB) (AUSTRALIA),1,1,1,1
BARANGAN SEGAR,DAGING,DAGING PAHA KAMBING BEBIRI IMPORT BERTULANG (LAMB) (NEW ZEALAND),1,1,1,1
BARANGAN SEGAR,DAGING,DAGING PAHA KAMBING BEBIRI IMPORT BERTULANG (MUTTON) (NEW ZEALAND),1,1,1,1
BARANGAN SEGAR,IKAN DARAT,IKAN HARUAN (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM),1,1,1,1
BARANGAN SEGAR,IKAN DARAT,IKAN KELI (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM),1,1,1,1
BARANGAN SEGAR,IKAN DARAT,IKAN TILAPIA HITAM (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM),1,1,1,1
BARANGAN SEGAR,IKAN DARAT,IKAN TILAPIA MERAH (ANTARA 2 HINGGA 5 EKOR SEKILOGRAM),1,1,1,1
BARANGAN SEGAR,KELAPA,KELAPA BIJI,1,1,1,1
BARANGAN SEGAR,KELAPA,KELAPA PARUT,1,1,1,1
BARANGAN SEGAR,KELAPA,SANTAN KELAPA SEGAR (BIASA),1,1,1,1
BARANGAN SEGAR,KELAPA,SANTAN KELAPA SEGAR (PEKAT),1,1,1,1
BARANGAN SEGAR,MEE/KUETIAU,KUETIAU BASAH (PELBAGAI JENAMA),1,1,1,1
BARANGAN SEGAR,MEE/KUETIAU,MEE KUNING BASAH (PELBAGAI JENAMA),1,1,1,1
BARANGAN SEGAR,SAYUR-SAYURAN,BAWANG PERAI (LEEK) IMPORT,1,1,1,1
BARANGAN SEGAR,SAYUR-SAYURAN,BAWANG PERAI (LEEK) TEMPATAN,1,1,1,1
BARANGAN SEGAR,SAYUR-SAYURAN,BAYAM HIJAU,1,1,1,1
BARANGAN SEGAR,SAYUR-SAYURAN,BAYAM MERAH,1,1,1,1
BARANGAN SEGAR,SAYUR-SAYURAN,BROKOLI,1,1,1,1
BARANGAN SEGAR,SAYUR-SAYURAN,CILI AKAR HIJAU,1,1,1,1
BARANGAN SEGAR,SAYUR-SAYURAN,CILI AKAR MERAH,1,1,1,1
BARANGAN SEGAR,SAYUR-SAYURAN,CILI API/PADI HIJAU,1,1,1,1
BARANGAN SEGAR,SAYUR-SAYURAN,CILI API/PADI MERAH,1,1,1,1
BARANGAN SEGAR,SAYUR-SAYURAN,CILI HIJAU,1,1,1,1
BARANGAN SEGAR,SAYUR-SAYURAN,CILI MERAH - KULAI,1,1,1,1
BARANGAN SEGAR,SAYUR-SAYURAN,CILI MERAH - MINYAK,1,1,1,1
BARANGAN SEGAR,SAYUR-SAYURAN,HALIA BASAH (TUA),1,1,1,1
BARANGAN SEGAR,SAYUR-SAYURAN,KACANG BENDI,1,1,1,1
BARANGAN SEGAR,SAYUR-SAYURAN,KACANG BOTOL,1,1,1,1
BARANGAN SEGAR,SAYUR-SAYURAN,KACANG BUNCIS,1,1,1,1
BARANGAN SEGAR,SAYUR-SAYURAN,KACANG PANJANG,1,1,1,1
BARANGAN SEGAR,SAYUR-SAYURAN,KAILAN,1,1,1,1
BARANGAN SEGAR,SAYUR-SAYURAN,KANGKUNG,1,1,1,1
BARANGAN SEGAR,SAYUR-SAYURAN,KUBIS BULAT (TEMPATAN),1,1,1,1
BARANGAN SEGAR,SAYUR-SAYURAN,KUBIS BULAT IMPORT (BEIJING),1,1,1,1
BARANGAN SEGAR,SAYUR-SAYURAN,KUBIS BULAT IMPORT (CHINA),1,1,1,1
BARANGAN SEGAR,SAYUR-SAYURAN,KUBIS BULAT IMPORT (INDONESIA),1,1,1,1
BARANGAN SEGAR,SAYUR-SAYURAN,KUBIS BUNGA (CAULIFLOWER),1,1,1,1
BARANGAN SEGAR,SAYUR-SAYURAN,KUBIS PANJANG (TEMPATAN),1,1,1,1
BARANGAN SEGAR,SAYUR-SAYURAN,KUBIS PANJANG CHINA - BESAR,1,1,1,1
BARANGAN SEGAR,SAYUR-SAYURAN,KUNYIT HIDUP,1,1,1,1
BARANGAN SEGAR,SAYUR-SAYURAN,LADA BENGGALA HIJAU (CAPSICUM),1,1,1,1
BARANGAN SEGAR,SAYUR-SAYURAN,LADA BENGGALA KUNING (CAPSICUM),1,1,1,1
BARANGAN SEGAR,SAYUR-SAYURAN,LADA BENGGALA MERAH (CAPSICUM),1,1,1,1
BARANGAN SEGAR,SAYUR-SAYURAN,LENGKUAS,1,1,1,1
BARANGAN SEGAR,SAYUR-SAYURAN,LIMAU KASTURI,1,1,1,1
BARANGAN SEGAR,SAYUR-SAYURAN,LOBAK MERAH,1,1,1,1
BARANGAN SEGAR,SAYUR-SAYURAN,SADERI,1,1,1,1
BARANGAN SEGAR,SAYUR-SAYURAN,SAWI HIJAU,1,1,1,1
BARANGAN SEGAR,SAYUR-SAYURAN,TAUGE KACANG HIJAU,1,1,1,1
BARANGAN SEGAR,SAYUR-SAYURAN,TERUNG BULAT,1,1,1,1
BARANGAN SEGAR,SAYUR-SAYURAN,TERUNG PANJANG,1,1,1,1
BARANGAN SEGAR,SAYUR-SAYURAN,TIMUN,1,1,1,1
BARANGAN SEGAR,SAYUR-SAYURAN,TOMATO,1,1,1,1
BARANGAN SEGAR,TAUHU DAN TEMPE,TAUHU (JENIS KERAS),1,1,1,1
BARANGAN SEGAR,TAUHU DAN TEMPE,TEMPE (BUNGKUSAN PLASTIK),1,1,1,1
BARANGAN SEGAR,TELUR,TELUR AYAM GRED A,1,1,1,1
BARANGAN SEGAR,TELUR,TELUR AYAM GRED A (BERAT 65.0 GM HINGGA 69.9 GM SEBIJI),1,1,1,1
BARANGAN SEGAR,TELUR,TELUR AYAM GRED B,1,1,1,1
BARANGAN SEGAR,TELUR,TELUR AYAM GRED B (BERAT 60.0 GM HINGGA 64.9 GM),1,1,1,1
BARANGAN SEGAR,TELUR,TELUR AYAM GRED C,1,1,1,1
BARANGAN SEGAR,TELUR,TELUR AYAM GRED C (BERAT 55.0 GM HINGGA 59.9 GM SEBIJI),1,1,1,1
BARANGAN SEGAR,TELUR,TELUR AYAM KAMPUNG,1,1,1,1
BARANGAN SEGAR,TELUR,TELUR ITIK,1,1,1,1
BARANGAN SEGAR,TELUR,TELUR MASIN,1,1,1,2
BARANGAN SEGAR,TELUR,TELUR PUYUH,1,1,1,1
MINUMAN,BAHAN-BAHAN MINUMAN,HORLICKS (PAKET),1,1,1,1
MINUMAN,BAHAN-BAHAN MINUMAN,KORDIAL F&N (SIRAP ROS),1,1,1,1
MINUMAN,BAHAN-BAHAN MINUMAN,MILO (PAKET),1,1,1,2
MINUMAN,BAHAN-BAHAN MINUMAN,MILO 3 IN 1 (PAKET) - ORIGINAL,1,1,1,1
MINUMAN,BAHAN-BAHAN MINUMAN,NESCAFE 3 IN 1 ORIGINAL (AROMATIC & BALANCED),1,1,1,1
MINUMAN,BAHAN-BAHAN MINUMAN,NESTLE COFFEE-MATE,1,1,1,1
MINUMAN,BAHAN-BAHAN MINUMAN,NESTUM (ORIGINAL),1,1,1,1
MINUMAN,BAHAN-BAHAN MINUMAN,SERBUK KOPI CAP KAPAL API (KASAR) (BERBUNGKUS),1,1,1,1
MINUMAN,BAHAN-BAHAN MINUMAN,SERBUK KOPI HANG TUAH ROBUSTA,1,1,1,1
MINUMAN,BAHAN-BAHAN MINUMAN,TEH BOH (SERBUK),1,1,1,1
MINUMAN,BAHAN-BAHAN MINUMAN,TEH BOH (UNCANG),1,1,1,1
MINUMAN,BAHAN-BAHAN MINUMAN,TEH LIPTON (SERBUK),1,1,1,1
MINUMAN,BAHAN-BAHAN MINUMAN,TEH LIPTON (UNCANG),1,1,1,1
MINUMAN,TERSEDIA MINUM,COCA COLA (BOTOL),1,1,1,1
MINUMAN,TERSEDIA MINUM,COCA COLA (TIN),1,1,1,1
MINUMAN,TERSEDIA MINUM,F&N OREN (BOTOL),1,1,1,1
MINUMAN,TERSEDIA MINUM,F&N OREN (TIN),1,1,1,1
MINUMAN,TERSEDIA MINUM,JUS OREN PEEL FRESH (MARIGOLD),1,1,1,1
MINUMAN,TERSEDIA MINUM,JUS OREN SUNKIST,1,1,1,1
MINUMAN,TERSEDIA MINUM,MIRINDA OREN (BOTOL),1,1,1,1
MINUMAN,TERSEDIA MINUM,RED BULL (BOTOL),1,1,1,1
MINUMAN,TERSEDIA MINUM,SEVEN UP LEMON & LIME (TIN),1,1,1,1
MINUMAN,TERSEDIA MINUM,SUSU MARIGOLD HL,1,1,1,1
MINUMAN,TERSEDIA MINUM,SUSU SEGAR DUTCH LADY,1,1,1,1
MINUMAN,TERSEDIA MINUM,SUSU SEGAR FARM FRESH,1,1,1,1
MINUMAN,TERSEDIA MINUM,YOGURT LACTEL (FAT FREE) (STRAWBERRY),1,1,1,1
MINUMAN,TERSEDIA MINUM,YOGURT MARIGOLD (LOW FAT) (STRAWBERRY),1,1,1,1
PRODUK KEBERSIHAN,PENJAGAAN DIRI,BERUS GIGI COLGATE (TWISTER - SOFT),1,1,1,1
PRODUK KEBERSIHAN,PENJAGAAN DIRI,BERUS GIGI COLGATE (ZIG ZAG - SOFT),1,1,1,1
PRODUK KEBERSIHAN,PENJAGAAN DIRI,BERUS GIGI ORAL B (COMPLETE EASY CLEAN - SOFT),1,1,1,1
PRODUK KEBERSIHAN,PENJAGAAN DIRI,DEODORAN NIVEA (EXTRA BRIGHTENING),1,1,1,1
PRODUK KEBERSIHAN,PENJAGAAN DIRI,DEODORAN NIVEA MAN (BLACK & WHITE INVISIBLE - ORIGINAL),1,1,1,1
PRODUK KEBERSIHAN,PENJAGAAN DIRI,DEODORAN REXONA (POWDER DRY BRIGHTENING),1,1,1,1
PRODUK KEBERSIHAN,PENJAGAAN DIRI,DEODORAN REXONA MEN (SPORT DEFENSE),1,1,1,1
PRODUK KEBERSIHAN,PENJAGAAN DIRI,SABUN MANDIAN DETTOL ANTIBACTERIAL (FRESH),1,1,1,1
PRODUK KEBERSIHAN,PENJAGAAN DIRI,SABUN MANDIAN LIFEBUOY (COOL FRESH),1,1,1,1
PRODUK KEBERSIHAN,PENJAGAAN DIRI,SYAMPU HEAD & SHOULDERS (SMOOTH & SILKY),1,1,1,1
PRODUK KEBERSIHAN,PENJAGAAN DIRI,UBAT GIGI COLGATE (PUDINA SEGAR),1,1,1,1
PRODUK KEBERSIHAN,PENJAGAAN DIRI,UBAT GIGI DARLIE DOUBLE ACTION (PUDINA ASLI),1,1,1,1
PRODUK KEBERSIHAN,PENJAGAAN DIRI,UBAT GIGI FRESH & WHITE (PUDINA SEGAR),1,1,1,1
PRODUK KEBERSIHAN,PENJAGAAN RUMAH,DYNAMO POWER GEL (PERFECT CLEAN),1,1,1,1
PRODUK KEBERSIHAN,PENJAGAAN RUMAH,PELEMBUT PAKAIAN - DOWNY (PREMIUM PARFUM PASSION),1,1,1,1
PRODUK KEBERSIHAN,PENJAGAAN RUMAH,PELUNTUR CLOROX (ORIGINAL),1,1,1,1
PRODUK KEBERSIHAN,PENJAGAAN RUMAH,PENCUCI PELBAGAI GUNA AJAX FABULOSO (LAVENDER),1,1,1,1
PRODUK KEBERSIHAN,PENJAGAAN RUMAH,PENCUCI PELBAGAI GUNA MR MUSCLE (LAVENDER),1,1,1,1
PRODUK KEBERSIHAN,PENJAGAAN RUMAH,SABUN PENCUCI AXION PASTE (LEMON),1,1,1,1
PRODUK KEBERSIHAN,PENJAGAAN RUMAH,SABUN PENCUCI GLO (LEMON),1,1,1,1
PRODUK KEBERSIHAN,PENJAGAAN RUMAH,SABUN PENCUCI KUAT HARIMAU (LEMON),1,1,1,1
PRODUK KEBERSIHAN,PENJAGAAN RUMAH,SABUN PENCUCI SUNLIGHT (LEMON),1,1,1,1
PRODUK KEBERSIHAN,PENJAGAAN RUMAH,SABUN SERBUK BREEZE (POWER CLEAN),1,1,1,1
PRODUK KEBERSIHAN,PENJAGAAN RUMAH,SABUN SERBUK TOP (SUPER COLOUR),1,1,1,1
SUSU DAN BARANGAN BAYI,LAMPIN PAKAI BUANG,DIAPEX EASY,1,1,1,1
SUSU DAN BARANGAN BAYI,LAMPIN PAKAI BUANG,DRYPERS DRYPANTZ,1,1,1,1
SUSU DAN BARANGAN BAYI,LAMPIN PAKAI BUANG,DRYPERS WEE WEE DRY (M74),1,1,1,1
SUSU DAN BARANGAN BAYI,LAMPIN PAKAI BUANG,FITTI,1,1,1,1
SUSU DAN BARANGAN BAYI,LAMPIN PAKAI BUANG,HUGGIES DRY DIAPERS (M72),1,1,1,1
SUSU DAN BARANGAN BAYI,LAMPIN PAKAI BUANG,HUGGIES DRY PANTS,1,1,1,1
SUSU DAN BARANGAN BAYI,LAMPIN PAKAI BUANG,MAMYPOKO EXTRA DRY,1,1,1,1
SUSU DAN BARANGAN BAYI,LAMPIN PAKAI BUANG,PETPET GOLD+,1,1,1,1
SUSU DAN BARANGAN BAYI,LAMPIN PAKAI BUANG,PETPET PANTS GOLD+,1,1,1,1
SUSU DAN BARANGAN BAYI,MAKANAN BAYI,HEINZ APPLE PUREE,1,1,1,1
SUSU DAN BARANGAN BAYI,MAKANAN BAYI,HEINZ FARLEY RUSKS (ORIGINAL),1,1,1,1
SUSU DAN BARANGAN BAYI,MAKANAN BAYI,MILNA BISKUT RUSK (ASLI),1,1,1,1
SUSU DAN BARANGAN BAYI,MAKANAN BAYI,NESTLE CERELAC BERAS - TIN,1,1,1,1
SUSU DAN BARANGAN BAYI,MAKANAN BAYI,NESTLE CERELAC BERAS MERAH & SUSU - TIN,1,1,1,1
SUSU DAN BARANGAN BAYI,MAKANAN BAYI,NESTLE CERELAC GANDUM DAN MADU - KOTAK,1,1,1,1
SUSU DAN BARANGAN BAYI,SUSU BAYI,ANMUM ESSENTIAL LANGKAH 4 PERISA ASLI (TANPA GULA TAMBAHAN) - TIN,1,1,1,1
SUSU DAN BARANGAN BAYI,SUSU BAYI,DUMEX DUGRO 3 (1-3 TAHUN) PERISA ASLI (850G),1,1,1,1
SUSU DAN BARANGAN BAYI,SUSU BAYI,DUMEX DUPRO 2 (RUMUSAN SUSULAN),1,1,1,1
SUSU DAN BARANGAN BAYI,SUSU BAYI,DUTCH LADY 123 (BIASA),1,1,1,1
SUSU DAN BARANGAN BAYI,SUSU BAYI,DUTCH LADY 456 (BIASA),1,1,1,1
SUSU DAN BARANGAN BAYI,SUSU BAYI,ENFAGROW A+ MIND PRO LANGKAH 3 VANILA (KOTAK),1,1,1,1
SUSU DAN BARANGAN BAYI,SUSU BAYI,LACTOGEN 1 RUMUSAN BAYI (KOTAK),1,1,1,1
SUSU DAN BARANGAN BAYI,SUSU BAYI,LACTOGEN 2 RUMUSAN SUSULAN (KOTAK),1,1,1,1
SUSU DAN BARANGAN BAYI,SUSU BAYI,MAMEX LANGKAH 1 - RUMUSAN BAYI (KOTAK),1,1,1,1
SUSU DAN BARANGAN BAYI,SUSU BAYI,NAN PRO LANGKAH 1 RUMUSAN BAYI (KOTAK),1,1,1,1
SUSU DAN BARANGAN BAYI,SUSU BAYI,NAN PRO LANGKAH 2 RUMUSAN SUSULAN (KOTAK),1,1,1,1
SUSU DAN BARANGAN BAYI,SUSU BAYI,NANKID OPTIPRO LANGKAH 3 RUMUSAN UNTUK KANAK-KANAK,1,1,1,1
SUSU DAN BARANGAN BAYI,SUSU BAYI,PEDIASURE (VANILA),1,1,1,1
SUSU DAN BARANGAN BAYI,SUSU BAYI,REFILL ANMUM ESSENTIAL LANGKAH 4 PERISA ASLI (TANPA GULA TAMBAHAN) - KOTAK,1,1,1,1
SUSU DAN BARANGAN BAYI,SUSU BAYI,S-26 GOLD SMA RUMUSAN BAYI LANGKAH 1 - (KOTAK),1,1,1,1
SUSU DAN BARANGAN BAYI,SUSU BAYI,S-26 SMA RUMUSAN BAYI LANGKAH 1 - (KOTAK),1,1,1,1
SUSU DAN BARANGAN BAYI,SUSU BAYI,SUSTAGEN JUNIOR 1+ (VANILLA ) - KOTAK,1,1,1,1
SUSU DAN BARANGAN BAYI,SUSU BAYI,SUSTAGEN KID 3+ (VANILLA) - KOTAK,1,1,1,1
